address,building_name,price_10k,latitude,longitude
서울특별시 관악구 신림동 316-62,삼성빌라,13500,37.4606810188504,126.932663737284
서울특별시 중랑구 상봉동 484,건영2차아파트,68000,37.6037624381976,127.090715883139
서울특별시 노원구 하계동 288,명일지에스아파트,101500,37.6446075819338,127.072058758551
서울특별시 중랑구 신내동 657,(6-24),20070,37.6119855898595,127.094726629688
서울특별시 강서구 등촌동 628-13,메트로샤인,22000,37.560088413283,126.856360783551
서울특별시 서초구 서초동 1487-145,풀내음파크빌(791-1014),22500,37.4805581664357,127.007215283144
서울특별시 성동구 성수동2가 277-37,현대아파트,208000,37.5436964710983,127.062516198979
서울특별시 노원구 하계동 284,성원,90700,37.6378661643059,127.06870677712
서울특별시 강남구 수서동 713,휘경자이 디센시아,140000,37.4880167345764,127.101848510057
서울특별시 강남구 대치동 986,화양현대,112000,37.5003919225151,127.063399613723
서울특별시 마포구 상암동 1734,돈의문센트레빌,147300,37.5870829376289,126.883344555391
서울특별시 강북구 수유동 540-17,동신,59000,37.6436711192206,127.009249482861
서울특별시 노원구 월계동 18,대림강변타운,180000,37.617995702515,127.068427518791
서울특별시 종로구 행촌동 210-18,아크로타워스퀘어,172000,37.576376067959,126.962300915843
서울특별시 강남구 도곡동 527,한솔빌라,39300,37.4935418220116,127.050547158351
서울특별시 도봉구 창동 581-24,북아현맨션,137250,37.6400298652271,127.037796826974
